_id,Preço da Tabela FIPE,Estimativa de Preço do Site,"Cliente compareceu para a inspeção? (1=Sim, 0=Não)",Preço Oferecido pelo carro,"Cliente Vendeu o carro para a InstaCarro? (1=Sim, 0=Não)"
66b8323a7a9517cab6084d0a,25000,20083,1,20652,0
66b8323a7a9517cab6084d0e,25000,20086,1,18546,0
66b8323a7a9517cab6084d0f,25000,20086,1,19316,0
66b8323a7a9517cab6084d10,25000,20086,1,20439,0
66b8323a7a9517cab6084d14,25000,20087,1,20001,0
66b8323a7a9517cab6084d15,25000,20087,1,20220,0
66b8323a7a9517cab6084d16,25000,20087,1,20695,0
66b8323a7a9517cab6084d1c,25000,20088,1,20446,1
66b8323a7a9517cab6084d1d,25000,20088,1,19554,0
66b8323a7a9517cab6084d22,25000,20090,1,18824,0
66b8323a7a9517cab6084d23,25000,20090,1,19339,0
66b8323a7a9517cab6084d24,25000,20090,1,20476,0
66b8323a7a9517cab6084d25,25000,20092,1,19987,0
66b8323a7a9517cab6084d29,25000,20093,1,18958,0
66b8323a7a9517cab6084d2a,25000,20093,1,19641,0
66b8323a7a9517cab6084d2f,25000,20097,1,20930,0
66b8323a7a9517cab6084d3a,25000,20100,1,19718,0
66b8323a7a9517cab6084d3c,25000,20101,1,19458,0
66b8323a7a9517cab6084d3d,25000,20101,1,20334,0
66b8323a7a9517cab6084d4b,25000,20105,1,20877,0
66b8323a7a9517cab6084d4f,25000,20106,1,20270,1
66b8323a7a9517cab6084d52,25000,20107,1,19001,0
66b8323a7a9517cab6084d55,25000,20108,1,18561,0
66b8323a7a9517cab6084d56,25000,20108,1,20658,0
66b8323a7a9517cab6084d5c,25000,20111,1,18658,0
66b8323a7a9517cab6084d5f,25000,20113,1,18568,0
66b8323a7a9517cab6084d65,25000,20115,1,20567,0
66b8323a7a9517cab6084d7f,25000,20125,1,19698,0
66b8323a7a9517cab6084d84,25000,20126,1,18564,0
66b8323a7a9517cab6084d85,25000,20126,1,20117,0
66b8323a7a9517cab6084d90,25000,20130,1,19248,0
66b8323a7a9517cab6084d93,25000,20132,1,19844,1
66b8323a7a9517cab6084d94,25000,20133,1,18675,1
66b8323a7a9517cab6084d9b,25000,20134,1,20053,0
66b8323a7a9517cab6084da0,25000,20136,1,18542,0
66b8323a7a9517cab6084da2,25000,20137,1,19132,0
66b8323a7a9517cab6084da3,25000,20137,1,19261,0
66b8323a7a9517cab6084da9,25000,20141,1,18834,0
66b8323a7a9517cab6084daa,25000,20141,1,19600,0
66b8323a7a9517cab6084dab,25000,20141,1,20021,0
66b8323a7a9517cab6084db8,25000,20152,1,19081,0
66b8323a7a9517cab6084db9,25000,20152,1,19277,0
66b8323a7a9517cab6084dc0,25000,20155,1,18583,0
66b8323a7a9517cab6084dc5,25000,20158,1,18938,0
66b8323a7a9517cab6084dc6,25000,20159,1,18966,0
66b8323a7a9517cab6084dc9,25000,20160,1,19798,0
66b8323a7a9517cab6084dca,25000,20160,1,20500,0
66b8323a7a9517cab6084dcb,25000,20162,1,20078,1
66b8323a7a9517cab6084dce,25000,20163,1,19716,0
66b8323a7a9517cab6084dd0,25000,20164,1,18608,0
66b8323a7a9517cab6084dd9,25000,20168,1,19812,0
66b8323a7a9517cab6084dda,25000,20168,1,20494,0
66b8323a7a9517cab6084ddf,25000,20170,1,20081,0
66b8323a7a9517cab6084de0,25000,20171,1,19429,1
66b8323a7a9517cab6084de2,25000,20172,1,20655,1
66b8323a7a9517cab6084de6,25000,20173,1,20887,1
66b8323a7a9517cab6084de7,25000,20173,1,19025,0
66b8323a7a9517cab6084ded,25000,20175,1,18521,0
66b8323a7a9517cab6084df0,25000,20176,1,18674,0
66b8323a7a9517cab6084df4,25000,20177,1,18623,0
66b8323a7a9517cab6084dfd,25000,20181,1,20214,0
66b8323a7a9517cab6084dfe,25000,20181,1,20618,0
66b8323a7a9517cab6084e04,25000,20185,1,20551,1
66b8323a7a9517cab6084e05,25000,20185,1,18776,0
66b8323a7a9517cab6084e06,25000,20185,1,20090,0
66b8323a7a9517cab6084e14,25000,20190,1,19376,1
66b8323a7a9517cab6084e19,25000,20193,1,18741,0
66b8323a7a9517cab6084e1a,25000,20193,1,19213,0
66b8323a7a9517cab6084e1b,25000,20194,1,19829,0
66b8323a7a9517cab6084e1c,25000,20194,1,20042,0
66b8323a7a9517cab6084e1f,25000,20195,1,20802,0
66b8323a7a9517cab6084e21,25000,20196,1,18965,0
66b8323a7a9517cab6084e24,25000,20198,1,20346,0
66b8323a7a9517cab6084e25,25000,20199,1,19446,0
66b8323a7a9517cab6084e2b,25000,20201,1,19546,0
66b8323a7a9517cab6084e31,25000,20203,1,20445,0
66b8323a7a9517cab6084e39,25000,20206,1,20719,0
66b8323a7a9517cab6084e3d,25000,20208,1,20774,1
66b8323a7a9517cab6084e45,25000,20211,1,19913,0
66b8323a7a9517cab6084e47,25000,20213,1,19453,1
66b8323a7a9517cab6084e48,25000,20214,1,19006,0
66b8323a7a9517cab6084e49,25000,20214,1,20982,0
66b8323a7a9517cab6084e4c,25000,20215,1,19286,0
66b8323a7a9517cab6084e50,25000,20218,1,20842,0
66b8323a7a9517cab6084e54,25000,20220,1,19126,0
66b8323a7a9517cab6084e55,25000,20220,1,20933,0
66b8323a7a9517cab6084e57,25000,20222,1,19271,0
66b8323a7a9517cab6084e59,25000,20223,1,20343,0
66b8323a7a9517cab6084e63,25000,20227,1,18964,0
66b8323a7a9517cab6084e6a,25000,20230,1,18675,0
66b8323a7a9517cab6084e6c,25000,20231,1,20321,1
66b8323a7a9517cab6084e6d,25000,20231,1,18671,0
66b8323a7a9517cab6084e6e,25000,20231,1,20533,0
66b8323a7a9517cab6084e75,25000,20234,1,19579,1
66b8323a7a9517cab6084e76,25000,20236,1,20146,0
66b8323a7a9517cab6084e79,25000,20238,1,18842,0
66b8323a7a9517cab6084e7f,25000,20240,1,20390,0
66b8323a7a9517cab6084e80,25000,20240,1,20740,0
66b8323a7a9517cab6084e82,25000,20242,1,20162,0
66b8323a7a9517cab6084e88,25000,20244,1,18839,0
66b8323a7a9517cab6084e8c,25000,20248,1,19564,0
66b8323a7a9517cab6084e8d,25000,20249,1,19066,0
66b8323a7a9517cab6084e92,25000,20250,1,18908,0
66b8323a7a9517cab6084e94,25000,20252,1,19087,0
66b8323a7a9517cab6084e95,25000,20253,1,18690,0
66b8323a7a9517cab6084e97,25000,20254,1,19562,0
66b8323a7a9517cab6084e98,25000,20254,1,19635,0
66b8323a7a9517cab6084e9f,25000,20256,1,18807,0
66b8323a7a9517cab6084ea3,25000,20257,1,18999,1
66b8323a7a9517cab6084ea7,25000,20258,1,19199,0
66b8323a7a9517cab6084ea8,25000,20258,1,20639,0
66b8323a7a9517cab6084eaa,25000,20259,1,18919,0
66b8323a7a9517cab6084eab,25000,20259,1,19692,0
66b8323a7a9517cab6084eae,25000,20261,1,,0
66b8323a7a9517cab6084eb2,25000,20263,1,18635,0
66b8323a7a9517cab6084eb3,25000,20263,1,20395,0
66b8323a7a9517cab6084eb4,25000,20265,1,19572,0
66b8323a7a9517cab6084eb5,25000,20265,1,20585,0
66b8323a7a9517cab6084eb9,25000,20266,1,19372,0
66b8323a7a9517cab6084ebb,25000,20267,1,18963,0
66b8323a7a9517cab6084ebf,25000,20269,1,18580,0
66b8323a7a9517cab6084ec0,25000,20269,1,19305,0
66b8323a7a9517cab6084ec4,25000,20270,1,19084,0
66b8323a7a9517cab6084ec5,25000,20271,1,18557,0
66b8323a7a9517cab6084ec6,25000,20271,1,20350,0
66b8323a7a9517cab6084ed4,25000,20277,1,19989,0
66b8323a7a9517cab6084ed5,25000,20278,1,18794,0
66b8323a7a9517cab6084ed8,25000,20279,1,20121,0
66b8323a7a9517cab6084ed9,25000,20280,1,19230,0
66b8323a7a9517cab6084ee2,25000,20282,1,19128,0
66b8323a7a9517cab6084ee4,25000,20283,1,19321,0
66b8323a7a9517cab6084ee7,25000,20284,1,20391,1
66b8323a7a9517cab6084ee8,25000,20284,1,19443,0
66b8323a7a9517cab6084eec,25000,20286,1,20189,0
66b8323a7a9517cab6084efc,25000,20295,1,19509,0
66b8323a7a9517cab6084f05,25000,20302,1,20040,0
66b8323a7a9517cab6084f0a,25000,20304,1,19245,0
66b8323a7a9517cab6084f12,25000,20308,1,19566,0
66b8323a7a9517cab6084f16,25000,20309,1,18981,0
66b8323a7a9517cab6084f1a,25000,20311,1,19248,0
66b8323a7a9517cab6084f22,25000,20314,1,19586,0
66b8323a7a9517cab6084f32,25000,20319,1,20192,0
66b8323a7a9517cab6084f39,25000,20321,1,19869,0
66b8323a7a9517cab6084f3f,25000,20322,1,19051,0
66b8323a7a9517cab6084f40,25000,20322,1,20919,0
66b8323a7a9517cab6084f44,25000,20323,1,20630,0
66b8323a7a9517cab6084f47,25000,20324,1,19289,0
66b8323a7a9517cab6084f4f,25000,20326,1,20219,0
66b8323a7a9517cab6084f58,25000,20328,1,19150,0
66b8323a7a9517cab6084f59,25000,20328,1,20102,0
66b8323a7a9517cab6084f62,25000,20332,1,18838,0
66b8323a7a9517cab6084f6c,25000,20339,1,18662,0
66b8323a7a9517cab6084f75,25000,20346,1,20577,0
66b8323a7a9517cab6084f7d,25000,20349,1,19451,0
66b8323a7a9517cab6084f88,25000,20356,1,19291,0
66b8323a7a9517cab6084f90,25000,20360,1,19351,0
66b8323a7a9517cab6084f91,25000,20361,1,20715,1
66b8323a7a9517cab6084f92,25000,20361,1,18708,0
66b8323a7a9517cab6084f95,25000,20362,1,18974,1
66b8323a7a9517cab6084f96,25000,20362,1,19922,0
66b8323a7a9517cab6084f97,25000,20362,1,20695,0
66b8323a7a9517cab6084f98,25000,20363,1,18536,0
66b8323a7a9517cab6084f9f,25000,20368,1,19144,0
66b8323a7a9517cab6084fa2,25000,20370,1,18911,0
66b8323a7a9517cab6084fa7,25000,20371,1,18947,0
66b8323a7a9517cab6084fa9,25000,20372,1,20135,0
66b8323a7a9517cab6084faa,25000,20372,1,20920,0
66b8323a7a9517cab6084fac,25000,20373,1,18661,0
66b8323a7a9517cab6084fad,25000,20373,1,20504,0
66b8323a7a9517cab6084fb1,25000,20375,1,19777,0
66b8323a7a9517cab6084fb2,25000,20376,1,19040,0
66b8323a7a9517cab6084fb6,25000,20378,1,19946,1
66b8323a7a9517cab6084fbc,25000,20381,1,19374,0
66b8323a7a9517cab6084fc1,25000,20383,1,19762,0
66b8323a7a9517cab6084fc3,25000,20384,1,20367,0
66b8323a7a9517cab6084fcb,25000,20387,1,19514,0
66b8323a7a9517cab6084fd1,25000,20389,1,20656,1
66b8323a7a9517cab6084fd2,25000,20389,1,18544,0
66b8323a7a9517cab6084fd3,25000,20389,1,19155,0
66b8323a7a9517cab6084fd4,25000,20389,1,19695,0
66b8323a7a9517cab6084fd9,25000,20393,1,20808,0
66b8323a7a9517cab6084fe0,25000,20397,1,18797,0
66b8323a7a9517cab6084fe1,25000,20397,1,19159,0
66b8323a7a9517cab6084fe6,25000,20398,1,19880,0
66b8323a7a9517cab6084fe7,25000,20398,1,19981,0
66b8323a7a9517cab6084fea,25000,20399,1,18654,0
66b8323a7a9517cab6084ff5,25000,20403,1,19538,0
66b8323a7a9517cab6084ff7,25000,20404,1,20806,0
66b8323a7a9517cab6084ffa,25000,20405,1,20252,0
66b8323a7a9517cab6084fff,25000,20406,1,19539,0
66b8323a7a9517cab6085003,25000,20407,1,19708,0
66b8323a7a9517cab608500b,25000,20411,1,20330,0
66b8323a7a9517cab608500e,25000,20412,1,19512,1
66b8323a7a9517cab6085010,25000,20413,1,18893,0
66b8323a7a9517cab6085015,25000,20415,1,20906,1
66b8323a7a9517cab6085018,25000,20418,1,19745,0
66b8323a7a9517cab6085019,25000,20418,1,20879,0
66b8323a7a9517cab608501d,25000,20421,1,19675,0
66b8323a7a9517cab608501e,25000,20421,1,20674,0
66b8323a7a9517cab6085023,25000,20423,1,20759,0
66b8323a7a9517cab6085026,25000,20425,1,19265,0
66b8323a7a9517cab6085027,25000,20425,1,20870,0
66b8323a7a9517cab6085029,25000,20426,1,19168,0
66b8323b7a9517cab608502c,25000,20428,1,20810,0
66b8323b7a9517cab6085035,25000,20435,1,19345,0
66b8323b7a9517cab608503a,25000,20437,1,19765,0
66b8323b7a9517cab608503b,25000,20437,1,20617,0
66b8323b7a9517cab608503d,25000,20438,1,20020,0
66b8323b7a9517cab6085042,25000,20441,1,20489,0
66b8323b7a9517cab6085047,25000,20445,1,20378,0
66b8323b7a9517cab6085048,25000,20446,1,19487,0
66b8323b7a9517cab608504c,25000,20448,1,19649,0
66b8323b7a9517cab6085061,25000,20456,1,19974,0
66b8323b7a9517cab6085074,25000,20465,1,18505,0
66b8323b7a9517cab6085075,25000,20466,1,19798,1
66b8323b7a9517cab608507a,25000,20469,1,18521,0
66b8323b7a9517cab608507e,25000,20471,1,19271,0
66b8323b7a9517cab6085082,25000,20472,1,20947,0
66b8323b7a9517cab6085085,25000,20474,1,20397,0
66b8323b7a9517cab6085087,25000,20475,1,19847,0
66b8323b7a9517cab608508a,25000,20477,1,19273,0
66b8323b7a9517cab6085096,25000,20480,1,18820,0
66b8323b7a9517cab608509d,25000,20483,1,20933,0
66b8323b7a9517cab60850a0,25000,20484,1,19994,0
66b8323b7a9517cab60850a2,25000,20485,1,20867,0
66b8323b7a9517cab60850a3,25000,20486,1,18758,0
66b8323b7a9517cab60850a4,25000,20486,1,20152,0
66b8323b7a9517cab60850ab,25000,20492,1,20306,1
66b8323b7a9517cab60850ad,25000,20493,1,18903,0
66b8323b7a9517cab60850ae,25000,20493,1,19978,0
66b8323b7a9517cab60850b7,25000,20496,1,18714,0
66b8323b7a9517cab60850b8,25000,20496,1,19821,0
66b8323b7a9517cab60850be,25000,20499,1,20186,0
66b8323b7a9517cab60850c3,25000,20501,1,19655,0
66b8323b7a9517cab60850c4,25000,20501,1,19901,0
66b8323b7a9517cab60850c6,25000,20502,1,18908,0
66b8323b7a9517cab60850c7,25000,20502,1,19914,0
66b8323b7a9517cab60850c8,25000,20502,1,20844,0
66b8323b7a9517cab60850cb,25000,20503,1,19153,0
66b8323b7a9517cab60850d0,25000,20505,1,20914,0
66b8323b7a9517cab60850de,25000,20513,1,19546,0
66b8323b7a9517cab60850e0,25000,20514,1,18782,0
66b8323b7a9517cab60850e2,25000,20515,1,20871,0
66b8323b7a9517cab60850e4,25000,20516,1,19604,0
66b8323b7a9517cab60850e5,25000,20516,1,20499,0
66b8323b7a9517cab60850e8,25000,20517,1,18969,1
66b8323b7a9517cab60850e9,25000,20517,1,19781,0
66b8323b7a9517cab60850eb,25000,20518,1,18974,0
66b8323b7a9517cab60850ec,25000,20518,1,20271,0
66b8323b7a9517cab60850f4,25000,20522,1,20067,0
66b8323b7a9517cab60850f6,25000,20523,1,19141,0
66b8323b7a9517cab60850fa,25000,20524,1,20896,1
66b8323b7a9517cab6085101,25000,20527,1,18564,0
66b8323b7a9517cab6085105,25000,20528,1,20288,0
66b8323b7a9517cab6085106,25000,20528,1,20317,0
66b8323b7a9517cab608510b,25000,20531,1,18853,0
66b8323b7a9517cab608510c,25000,20531,1,19356,0
66b8323b7a9517cab608510f,25000,20532,1,18637,0
66b8323b7a9517cab6085113,25000,20533,1,19485,0
66b8323b7a9517cab6085116,25000,20534,1,20025,0
66b8323b7a9517cab6085117,25000,20534,1,20456,0
66b8323b7a9517cab6085119,25000,20535,1,19986,0
66b8323b7a9517cab608511f,25000,20537,1,18935,0
66b8323b7a9517cab6085127,25000,20541,1,18569,0
66b8323b7a9517cab608512d,25000,20544,1,19557,1
66b8323b7a9517cab6085130,25000,20547,1,20898,0
66b8323b7a9517cab6085131,25000,20548,1,19335,1
66b8323b7a9517cab6085134,25000,20549,1,19421,0
66b8323b7a9517cab6085137,25000,20552,1,19821,0
66b8323b7a9517cab608513a,25000,20554,1,19737,1
66b8323b7a9517cab6085143,25000,20556,1,20275,0
66b8323b7a9517cab6085148,25000,20558,1,20644,0
66b8323b7a9517cab608514b,25000,20559,1,18783,0
66b8323b7a9517cab608514c,25000,20559,1,20165,0
66b8323b7a9517cab6085150,25000,20560,1,18509,0
66b8323b7a9517cab6085153,25000,20561,1,19952,0
66b8323b7a9517cab6085154,25000,20562,1,19233,0
66b8323b7a9517cab6085159,25000,20565,1,18632,1
66b8323b7a9517cab608515e,25000,20568,1,18751,0
66b8323b7a9517cab6085160,25000,20569,1,20783,0
66b8323b7a9517cab6085167,25000,20574,1,19572,0
66b8323b7a9517cab6085169,25000,20575,1,20613,0
66b8323b7a9517cab608516d,25000,20577,1,18994,0
66b8323b7a9517cab6085172,25000,20580,1,20837,1
66b8323b7a9517cab6085173,25000,20580,1,18639,0
66b8323b7a9517cab6085174,25000,20580,1,19018,0
66b8323b7a9517cab6085175,25000,20580,1,19074,0
66b8323b7a9517cab6085179,25000,20581,1,19407,0
66b8323b7a9517cab608517a,25000,20581,1,20196,0
66b8323b7a9517cab608517d,25000,20582,1,19213,0
66b8323b7a9517cab6085180,25000,20583,1,20288,
66b8323b7a9517cab6085181,25000,20585,1,18807,0
66b8323b7a9517cab6085182,25000,20585,1,20317,0
66b8323b7a9517cab6085187,25000,20587,1,20175,1
66b8323b7a9517cab608518b,25000,20588,1,19594,0
66b8323b7a9517cab6085198,25000,20594,1,19170,0
66b8323b7a9517cab60851a5,25000,20601,1,19519,0
66b8323b7a9517cab60851a6,25000,20601,1,20137,0
66b8323b7a9517cab60851aa,25000,20603,1,20058,0
66b8323b7a9517cab60851ac,25000,20604,1,20358,0
66b8323b7a9517cab60851b7,25000,20608,1,18775,0
66b8323b7a9517cab60851ba,25000,20611,1,18933,0
66b8323b7a9517cab60851bb,25000,20611,1,19234,0
66b8323b7a9517cab60851bc,25000,20611,1,19843,0
66b8323b7a9517cab60851c6,25000,20614,1,19803,1
66b8323b7a9517cab60851c7,25000,20614,1,20078,0
66b8323b7a9517cab60851cd,25000,20618,1,20918,1
66b8323b7a9517cab60851ce,25000,20618,1,19809,0
66b8323b7a9517cab60851dd,25000,20625,1,19526,0
66b8323b7a9517cab60851de,25000,20625,1,20508,0
66b8323b7a9517cab60851e6,25000,20628,1,19674,0
66b8323b7a9517cab60851e9,25000,20629,1,18741,1
66b8323b7a9517cab60851ea,25000,20630,1,19143,0
66b8323b7a9517cab60851ed,25000,20632,1,20014,0
66b8323b7a9517cab60851f3,25000,20634,1,19764,0
66b8323b7a9517cab60851fc,25000,20637,1,18621,0
66b8323b7a9517cab6085203,25000,20640,1,19446,0
66b8323b7a9517cab6085204,25000,20640,1,20133,0
66b8323b7a9517cab608520a,25000,20642,1,19844,0
66b8323b7a9517cab608520e,25000,20644,1,18961,0
66b8323b7a9517cab6085211,25000,20645,1,18914,0
66b8323b7a9517cab6085212,25000,20645,1,19683,0
66b8323b7a9517cab6085216,25000,20646,1,20258,0
66b8323b7a9517cab6085217,25000,20647,1,20714,0
66b8323b7a9517cab608521a,25000,20648,1,19995,0
66b8323b7a9517cab6085221,25000,20651,1,20169,0
66b8323b7a9517cab6085226,25000,20653,1,20611,0
66b8323b7a9517cab6085229,25000,20655,1,18672,0
66b8323b7a9517cab608522c,25000,20657,1,18746,0
66b8323b7a9517cab608522f,25000,20659,1,20810,1
66b8323b7a9517cab6085234,25000,20660,1,20084,0
66b8323b7a9517cab6085235,25000,20662,1,19570,0
66b8323b7a9517cab6085236,25000,20662,1,20211,0
66b8323b7a9517cab6085238,25000,20664,1,18647,0
66b8323b7a9517cab608523f,25000,20667,1,20325,0
66b8323b7a9517cab6085240,25000,20667,1,20364,0
66b8323b7a9517cab6085242,25000,20668,1,18596,0
66b8323b7a9517cab6085244,25000,20669,1,18972,1
66b8323b7a9517cab608524b,25000,20671,1,20898,0
66b8323b7a9517cab608524e,25000,20672,1,19836,0
66b8323b7a9517cab6085252,25000,20673,1,19941,0
66b8323b7a9517cab6085256,25000,20675,1,20071,0
66b8323b7a9517cab6085262,25000,20681,1,19212,0
66b8323b7a9517cab6085263,25000,20681,1,19460,0
66b8323b7a9517cab6085264,25000,20681,1,20661,0
66b8323b7a9517cab6085268,25000,20682,1,18870,1
66b8323b7a9517cab6085269,25000,20683,1,18958,0
66b8323b7a9517cab608526a,25000,20683,1,19384,0
66b8323b7a9517cab608526f,25000,20686,1,20482,0
66b8323b7a9517cab6085270,25000,20687,1,19586,0
66b8323b7a9517cab6085271,25000,20688,1,20193,0
66b8323b7a9517cab6085275,25000,20692,1,19185,0
66b8323b7a9517cab6085277,25000,20693,1,18678,0
66b8323b7a9517cab608527c,25000,20695,1,20607,0
66b8323b7a9517cab6085287,25000,20699,1,19241,1
66b8323b7a9517cab608528d,25000,20702,1,19398,0
66b8323b7a9517cab608528f,25000,20703,1,19049,0
66b8323b7a9517cab6085293,25000,20707,1,19855,0
66b8323b7a9517cab6085294,25000,20707,1,20344,0
66b8323b7a9517cab6085295,25000,20708,1,19743,0
66b8323b7a9517cab608529b,25000,20711,1,20774,1
66b8323b7a9517cab608529d,25000,20712,1,20714,0
66b8323b7a9517cab608529f,25000,20713,1,19194,0
66b8323b7a9517cab60852a7,25000,20715,1,20000,0
66b8323b7a9517cab60852aa,25000,20716,1,19794,0
66b8323b7a9517cab60852b2,25000,20721,1,18749,0
66b8323b7a9517cab60852b6,25000,20722,1,20439,0
66b8323b7a9517cab60852ba,25000,20723,1,20432,0
66b8323b7a9517cab60852bb,25000,20725,1,18613,0
66b8323b7a9517cab60852bc,25000,20725,1,20434,0
66b8323b7a9517cab60852bd,25000,20725,1,20740,0
66b8323b7a9517cab60852c2,25000,20727,1,18668,0
66b8323b7a9517cab60852c3,25000,20727,1,20197,0
66b8323b7a9517cab60852c7,25000,20728,1,20775,0
66b8323b7a9517cab60852cc,25000,20730,1,19337,0
66b8323b7a9517cab60852cf,25000,20732,1,19933,0
66b8323b7a9517cab60852d0,25000,20732,1,20090,0
66b8323b7a9517cab60852d6,25000,20733,1,19196,1
66b8323b7a9517cab60852d7,25000,20733,1,18748,0
66b8323b7a9517cab60852d8,25000,20733,1,19759,0
66b8323b7a9517cab60852d9,25000,20733,1,20473,0
66b8323b7a9517cab60852e1,25000,20737,1,20532,0
66b8323b7a9517cab60852e4,25000,20739,1,19175,0
66b8323b7a9517cab60852ee,25000,20742,1,18995,0
66b8323b7a9517cab60852ef,25000,20742,1,19555,0
66b8323b7a9517cab60852f3,25000,20743,1,20040,0
66b8323b7a9517cab60852f4,25000,20743,1,20491,0
66b8323b7a9517cab60852f5,25000,20743,1,20642,0
66b8323b7a9517cab60852f6,25000,20744,1,18821,0
66b8323b7a9517cab60852f7,25000,20744,1,19405,0
66b8323b7a9517cab608530d,25000,20752,1,18743,0
66b8323b7a9517cab6085317,25000,20754,1,19383,0
66b8323b7a9517cab608532c,25000,20757,1,19007,0
66b8323b7a9517cab608532d,25000,20757,1,19677,0
66b8323b7a9517cab608532e,25000,20757,1,19844,0
66b8323b7a9517cab6085335,25000,20758,1,18547,0
66b8323b7a9517cab6085336,25000,20758,1,19857,0
66b8323b7a9517cab608533a,25000,20759,1,18725,1
66b8323b7a9517cab608533b,25000,20759,1,20584,0
66b8323b7a9517cab608533e,25000,20760,1,18862,0
66b8323b7a9517cab608533f,25000,20760,1,20736,0
66b8323b7a9517cab6085351,25000,20763,1,19151,0
66b8323b7a9517cab6085352,25000,20763,1,20278,0
66b8323b7a9517cab6085356,25000,20764,1,19687,1
66b8323b7a9517cab608535b,25000,20766,1,18843,0
66b8323b7a9517cab608535c,25000,20766,1,19754,0
66b8323b7a9517cab608535e,25000,20767,1,19072,0
66b8323b7a9517cab608535f,25000,20767,1,19824,0
66b8323b7a9517cab608536c,25000,20772,1,20975,1
66b8323b7a9517cab608536d,25000,20772,1,20166,0
66b8323b7a9517cab6085374,25000,20773,1,18795,0
66b8323b7a9517cab6085375,25000,20773,1,20189,0
66b8323b7a9517cab6085376,25000,20773,1,20535,0
66b8323b7a9517cab608537c,25000,20774,1,19686,0
66b8323b7a9517cab6085380,25000,20775,1,19068,0
66b8323b7a9517cab6085381,25000,20775,1,19461,0
66b8323b7a9517cab6085386,25000,20776,1,19630,0
66b8323b7a9517cab608538b,25000,20777,1,18876,0
66b8323b7a9517cab608538e,25000,20778,1,18566,0
