_id,Preço da Tabela FIPE,Estimativa de Preço do Site,"Cliente compareceu para a inspeção? (1=Sim, 0=Não)","Cliente Vendeu o carro para a InstaCarro? (1=Sim, 0=Não)"
66b832227a9517cab6080ce5,25000,20104,0,0
66b832227a9517cab6080ce6,25000,20104,0,0
66b832227a9517cab6080ce8,25000,20105,0,0
66b832227a9517cab6080ce9,25000,20105,0,0
66b832227a9517cab6080cea,25000,20105,0,0
66b832227a9517cab6080cec,25000,20106,0,0
66b832227a9517cab6080ced,25000,20106,0,0
66b832227a9517cab6080cef,25000,20107,0,0
66b832227a9517cab6080cf0,25000,20107,0,0
66b832227a9517cab6080cf3,25000,20108,0,0
66b832227a9517cab6080cf4,25000,20108,0,0
66b832227a9517cab6080cf5,25000,20109,0,0
66b832227a9517cab6080cf6,25000,20109,0,0
66b832227a9517cab6080cf7,25000,20109,0,0
66b832227a9517cab6080cf9,25000,20111,0,0
66b832227a9517cab6080cfa,25000,20112,0,0
66b832227a9517cab6080cfc,25000,20113,0,0
66b832227a9517cab6080cfd,25000,20113,0,0
66b832227a9517cab6080cfe,25000,20114,0,0
66b832227a9517cab6080cff,25000,20114,0,0
66b832227a9517cab6080d00,25000,20114,0,0
66b832227a9517cab6080d02,25000,20116,0,0
66b832227a9517cab6080d03,25000,20117,0,0
66b832227a9517cab6080d04,25000,20117,0,0
66b832227a9517cab6080d05,25000,20117,0,0
66b832227a9517cab6080d06,25000,20118,0,0
66b832227a9517cab6080d07,25000,20119,0,0
66b832227a9517cab6080d08,25000,20120,0,0
66b832227a9517cab6080d09,25000,20120,0,0
66b832227a9517cab6080d0a,25000,20120,0,0
66b832227a9517cab6080d0b,25000,20120,0,0
66b832227a9517cab6080d0c,25000,20121,0,0
66b832227a9517cab6080d0d,25000,20121,0,0
66b832227a9517cab6080d0e,25000,20121,0,0
66b832227a9517cab6080d0f,25000,20121,0,0
66b832227a9517cab6080d10,25000,20122,0,0
66b832227a9517cab6080d11,25000,20122,0,0
66b832227a9517cab6080d12,25000,20122,0,0
66b832227a9517cab6080d13,25000,20122,0,0
66b832227a9517cab6080d14,25000,20122,0,0
66b832227a9517cab6080d15,25000,20123,0,0
66b832227a9517cab6080d16,25000,20123,0,0
66b832227a9517cab6080d17,25000,20123,0,0
66b832227a9517cab6080d18,25000,20124,0,0
66b832227a9517cab6080d19,25000,20124,0,0
66b832227a9517cab6080d1a,25000,20124,0,0
66b832227a9517cab6080d1c,25000,20125,0,0
66b832227a9517cab6080d1d,25000,20125,0,0
66b832227a9517cab6080d1e,25000,20125,0,0
66b832227a9517cab6080d1f,25000,20125,0,0
66b832227a9517cab6080d22,25000,20126,0,0
66b832227a9517cab6080d23,25000,20126,0,0
66b832227a9517cab6080d24,25000,20126,0,0
66b832227a9517cab6080d25,25000,20126,0,0
66b832227a9517cab6080d26,25000,20126,0,0
66b832227a9517cab6080d27,25000,20128,0,0
66b832227a9517cab6080d28,25000,20129,0,0
66b832227a9517cab6080d29,25000,20129,0,0
66b832227a9517cab6080d2a,25000,20129,0,0
66b832227a9517cab6080d2b,25000,20129,0,0
66b832227a9517cab6080d2d,25000,20130,0,0
66b832227a9517cab6080d2e,25000,20130,0,0
66b832227a9517cab6080d31,25000,20133,0,0
66b832227a9517cab6080d32,25000,20133,0,0
66b832227a9517cab6080d33,25000,20133,0,0
66b832227a9517cab6080d34,25000,20133,0,0
66b832227a9517cab6080d35,25000,20133,0,0
66b832227a9517cab6080d36,25000,20133,0,0
66b832227a9517cab6080d38,25000,20134,0,0
66b832227a9517cab6080d39,25000,20134,0,0
66b832227a9517cab6080d3a,25000,20135,0,0
66b832227a9517cab6080d3b,25000,20135,0,0
66b832227a9517cab6080d3d,25000,20136,0,0
66b832227a9517cab6080d40,25000,20139,0,0
66b832227a9517cab6080d41,25000,20140,0,0
66b832227a9517cab6080d42,25000,20140,0,0
66b832227a9517cab6080d43,25000,20140,0,0
66b832227a9517cab6080d44,25000,20140,0,0
66b832227a9517cab6080d48,25000,20142,0,0
66b832227a9517cab6080d49,25000,20143,0,0
66b832227a9517cab6080d4a,25000,20144,0,0
66b832227a9517cab6080d4b,25000,20144,0,0
66b832227a9517cab6080d4c,25000,20144,0,0
66b832227a9517cab6080d4d,25000,20144,0,0
66b832227a9517cab6080d4e,25000,20145,0,0
66b832227a9517cab6080d4f,25000,20146,0,0
66b832227a9517cab6080d50,25000,20149,0,0
66b832227a9517cab6080d51,25000,20149,0,0
66b832227a9517cab6080d52,25000,20149,0,0
66b832227a9517cab6080d53,25000,20151,0,0
66b832227a9517cab6080d56,25000,20152,0,0
66b832227a9517cab6080d57,25000,20153,0,0
66b832227a9517cab6080d58,25000,20153,0,0
66b832227a9517cab6080d59,25000,20153,0,0
66b832227a9517cab6080d5a,25000,20153,0,0
66b832227a9517cab6080d5b,25000,20154,0,0
66b832227a9517cab6080d5d,25000,20156,0,0
66b832227a9517cab6080d5e,25000,20156,0,0
66b832227a9517cab6080d5f,25000,20156,0,0
66b832227a9517cab6080d60,25000,20157,0,0
66b832227a9517cab6080d63,25000,20159,0,0
66b832227a9517cab6080d64,25000,20159,0,0
66b832227a9517cab6080d68,25000,20162,0,0
66b832227a9517cab6080d69,25000,20162,0,0
66b832227a9517cab6080d6b,25000,20163,0,0
66b832227a9517cab6080d6d,25000,20164,0,0
66b832227a9517cab6080d6e,25000,20164,0,0
66b832227a9517cab6080d6f,25000,20165,0,0
66b832227a9517cab6080d70,25000,20165,0,0
66b832227a9517cab6080d71,25000,20165,0,0
66b832227a9517cab6080d72,25000,20166,0,0
66b832227a9517cab6080d73,25000,20167,0,0
66b832227a9517cab6080d74,25000,20167,0,0
66b832227a9517cab6080d77,25000,20168,0,0
66b832227a9517cab6080d78,25000,20168,0,0
66b832227a9517cab6080d79,25000,20169,0,0
66b832227a9517cab6080d7a,25000,20169,0,0
66b832227a9517cab6080d7d,25000,20171,0,0
66b832227a9517cab6080d7f,25000,20172,0,0
66b832227a9517cab6080d80,25000,20172,0,0
66b832227a9517cab6080d81,25000,20172,0,0
66b832227a9517cab6080d84,25000,20173,0,0
66b832227a9517cab6080d85,25000,20173,0,0
66b832227a9517cab6080d86,25000,20173,0,0
66b832227a9517cab6080d87,25000,20173,0,0
66b832227a9517cab6080d88,25000,20174,0,0
66b832227a9517cab6080d8a,25000,20175,0,0
66b832227a9517cab6080d8b,25000,20175,0,0
66b832227a9517cab6080d8d,25000,20176,0,0
66b832227a9517cab6080d8e,25000,20176,0,0
66b832227a9517cab6080d8f,25000,20176,0,0
66b832227a9517cab6080d91,25000,20178,0,0
66b832227a9517cab6080d92,25000,20179,0,0
66b832227a9517cab6080d93,25000,20179,0,0
66b832227a9517cab6080d94,25000,20179,0,0
66b832227a9517cab6080d95,25000,20179,0,0
66b832227a9517cab6080d96,25000,20180,0,0
66b832227a9517cab6080d97,25000,20180,0,0
66b832227a9517cab6080d98,25000,20180,0,0
66b832227a9517cab6080d9b,25000,20181,0,0
66b832227a9517cab6080d9c,25000,20181,0,0
66b832227a9517cab6080d9d,25000,20181,0,0
66b832227a9517cab6080d9e,25000,20182,0,0
66b832227a9517cab6080d9f,25000,20183,0,0
66b832227a9517cab6080da3,25000,20185,0,0
66b832227a9517cab6080da4,25000,20186,0,0
66b832227a9517cab6080da5,25000,20186,0,0
66b832227a9517cab6080da6,25000,20186,0,0
66b832227a9517cab6080da7,25000,20186,0,0
66b832227a9517cab6080da8,25000,20186,0,0
66b832227a9517cab6080da9,25000,20187,0,0
66b832227a9517cab6080daa,25000,20187,0,0
66b832227a9517cab6080dab,25000,20187,0,0
66b832227a9517cab6080dac,25000,20188,0,0
66b832227a9517cab6080dad,25000,20188,0,0
66b832227a9517cab6080dae,25000,20189,0,0
66b832227a9517cab6080daf,25000,20189,0,0
66b832227a9517cab6080db1,25000,20191,0,0
66b832227a9517cab6080db2,25000,20191,0,0
66b832227a9517cab6080db3,25000,20192,0,0
66b832227a9517cab6080db4,25000,20192,0,0
66b832227a9517cab6080db9,25000,20194,0,0
66b832227a9517cab6080dba,25000,20194,0,0
66b832227a9517cab6080dbc,25000,20195,0,0
66b832227a9517cab6080dbe,25000,20196,0,0
66b832227a9517cab6080dbf,25000,20197,0,0
66b832227a9517cab6080dc2,25000,20199,0,0
66b832227a9517cab6080dc3,25000,20199,0,0
66b832227a9517cab6080dc4,25000,20200,0,0
66b832227a9517cab6080dc5,25000,20200,0,0
66b832227a9517cab6080dc6,25000,20200,0,0
66b832227a9517cab6080dc8,25000,20201,0,0
66b832227a9517cab6080dc9,25000,20202,0,0
66b832227a9517cab6080dca,25000,20202,0,0
66b832227a9517cab6080dcb,25000,20202,0,0
66b832227a9517cab6080dcc,25000,20202,0,0
66b832227a9517cab6080dce,25000,20203,0,0
66b832227a9517cab6080dcf,25000,20203,0,0
66b832227a9517cab6080dd0,25000,20204,0,0
66b832227a9517cab6080dd1,25000,20204,0,0
66b832227a9517cab6080dd2,25000,20204,0,0
66b832227a9517cab6080dd3,25000,20204,0,0
66b832227a9517cab6080dd4,25000,20205,0,0
66b832227a9517cab6080dd6,25000,20206,0,0
66b832227a9517cab6080dd7,25000,20207,0,0
66b832227a9517cab6080dd8,25000,20207,0,0
66b832227a9517cab6080dda,25000,20208,0,0
66b832227a9517cab6080ddb,25000,20209,0,0
66b832227a9517cab6080ddc,25000,20209,0,0
66b832227a9517cab6080ddd,25000,20209,0,0
66b832227a9517cab6080dde,25000,20210,0,0
66b832227a9517cab6080ddf,25000,20210,0,0
66b832227a9517cab6080de0,25000,20210,0,0
66b832227a9517cab6080de2,25000,20211,0,0
66b832227a9517cab6080de6,25000,20214,0,0
66b832227a9517cab6080de7,25000,20214,0,0
66b832227a9517cab6080de9,25000,20215,0,0
66b832227a9517cab6080dea,25000,20216,0,0
66b832227a9517cab6080deb,25000,20217,0,0
66b832227a9517cab6080ded,25000,20218,0,0
66b832227a9517cab6080dee,25000,20219,0,0
66b832227a9517cab6080def,25000,20219,0,0
66b832227a9517cab6080df2,25000,20220,0,0
66b832227a9517cab6080df4,25000,20222,0,0
66b832227a9517cab6080df6,25000,20223,0,0
66b832227a9517cab6080df7,25000,20223,0,0
66b832227a9517cab6080df8,25000,20223,0,0
66b832227a9517cab6080df9,25000,20225,0,0
66b832227a9517cab6080dfa,25000,20225,0,0
66b832227a9517cab6080dfb,25000,20225,0,0
66b832227a9517cab6080dfc,25000,20225,0,0
66b832227a9517cab6080dfd,25000,20226,0,0
66b832227a9517cab6080dfe,25000,20226,0,0
66b832227a9517cab6080e00,25000,20227,0,0
66b832227a9517cab6080e01,25000,20227,0,0
66b832227a9517cab6080e02,25000,20227,0,0
66b832227a9517cab6080e03,25000,20227,0,0
66b832227a9517cab6080e04,25000,20228,0,0
66b832227a9517cab6080e05,25000,20229,0,0
66b832227a9517cab6080e07,25000,20230,0,0
66b832227a9517cab6080e0b,25000,20231,0,0
66b832227a9517cab6080e0c,25000,20231,0,0
66b832227a9517cab6080e0d,25000,20233,0,0
66b832227a9517cab6080e0e,25000,20233,0,0
66b832227a9517cab6080e0f,25000,20233,0,0
66b832227a9517cab6080e10,25000,20233,0,0
66b832227a9517cab6080e13,25000,20236,0,0
66b832227a9517cab6080e14,25000,20237,0,0
66b832227a9517cab6080e16,25000,20238,0,0
66b832227a9517cab6080e17,25000,20239,0,0
66b832227a9517cab6080e18,25000,20239,0,0
66b832227a9517cab6080e19,25000,20239,0,0
66b832227a9517cab6080e1a,25000,20239,0,0
66b832227a9517cab6080e1d,25000,20241,0,0
66b832227a9517cab6080e1f,25000,20242,0,0
66b832227a9517cab6080e20,25000,20242,0,0
66b832227a9517cab6080e21,25000,20242,0,0
66b832227a9517cab6080e22,25000,20243,0,0
66b832227a9517cab6080e23,25000,20243,0,0
66b832227a9517cab6080e25,25000,20244,0,0
66b832227a9517cab6080e26,25000,20244,0,0
66b832227a9517cab6080e27,25000,20247,0,0
66b832227a9517cab6080e2a,25000,20249,0,0
66b832227a9517cab6080e2b,25000,20249,0,0
66b832227a9517cab6080e2c,25000,20249,0,0
66b832227a9517cab6080e2d,25000,20249,0,0
66b832227a9517cab6080e2f,25000,20251,0,0
66b832227a9517cab6080e32,25000,20253,0,0
66b832227a9517cab6080e35,25000,20254,0,0
66b832227a9517cab6080e36,25000,20254,0,0
66b832227a9517cab6080e37,25000,20254,0,0
66b832227a9517cab6080e38,25000,20255,0,0
66b832227a9517cab6080e39,25000,20255,0,0
66b832227a9517cab6080e3a,25000,20255,0,0
66b832227a9517cab6080e3c,25000,20256,0,0
66b832227a9517cab6080e3d,25000,20256,0,0
66b832227a9517cab6080e3e,25000,20256,0,0
66b832227a9517cab6080e40,25000,20257,0,0
66b832227a9517cab6080e41,25000,20257,0,0
66b832227a9517cab6080e42,25000,20257,0,0
66b832227a9517cab6080e45,25000,20258,0,0
66b832227a9517cab6080e48,25000,20259,0,0
66b832227a9517cab6080e49,25000,20260,0,0
66b832227a9517cab6080e4b,25000,20261,0,0
66b832227a9517cab6080e4c,25000,20262,0,0
66b832227a9517cab6080e4d,25000,20262,0,0
66b832227a9517cab6080e52,25000,20265,0,0
66b832227a9517cab6080e53,25000,20265,0,0
66b832227a9517cab6080e54,25000,20265,0,0
66b832227a9517cab6080e56,25000,20266,0,0
66b832227a9517cab6080e58,25000,20267,0,0
66b832227a9517cab6080e59,25000,20268,0,0
66b832227a9517cab6080e5a,25000,20268,0,0
66b832227a9517cab6080e5d,25000,20269,0,0
66b832227a9517cab6080e5e,25000,20269,0,0
66b832227a9517cab6080e5f,25000,20269,0,0
66b832227a9517cab6080e63,25000,20271,0,0
66b832227a9517cab6080e64,25000,20271,0,0
66b832227a9517cab6080e65,25000,20271,0,0
66b832227a9517cab6080e66,25000,20272,0,0
66b832227a9517cab6080e67,25000,20272,0,0
66b832227a9517cab6080e68,25000,20272,0,0
66b832227a9517cab6080e69,25000,20273,0,0
66b832227a9517cab6080e6a,25000,20273,0,0
66b832227a9517cab6080e6b,25000,20273,0,0
66b832227a9517cab6080e6c,25000,20273,0,0
66b832227a9517cab6080e6d,25000,20274,0,0
66b832227a9517cab6080e6e,25000,20275,0,0
66b832227a9517cab6080e6f,25000,20276,0,0
66b832227a9517cab6080e72,25000,20278,0,0
66b832227a9517cab6080e73,25000,20278,0,0
66b832227a9517cab6080e76,25000,20280,0,0
66b832227a9517cab6080e77,25000,20280,0,0
66b832227a9517cab6080e78,25000,20280,0,0
66b832227a9517cab6080e79,25000,20280,0,0
66b832227a9517cab6080e7a,25000,20281,0,0
66b832227a9517cab6080e7b,25000,20281,0,0
66b832227a9517cab6080e7c,25000,20281,0,0
66b832227a9517cab6080e7d,25000,20281,0,0
66b832227a9517cab6080e7f,25000,20282,0,0
66b832227a9517cab6080e81,25000,20283,0,0
66b832227a9517cab6080e82,25000,20283,0,0
66b832227a9517cab6080e85,25000,20284,0,0
66b832227a9517cab6080e86,25000,20284,0,0
66b832227a9517cab6080e87,25000,20285,0,0
66b832227a9517cab6080e89,25000,20286,0,0
66b832227a9517cab6080e8a,25000,20286,0,0
66b832227a9517cab6080e8b,25000,20287,0,0
66b832227a9517cab6080e8c,25000,20287,0,0
66b832227a9517cab6080e8d,25000,20287,0,0
66b832227a9517cab6080e8e,25000,20288,0,0
66b832227a9517cab6080e8f,25000,20288,0,0
66b832227a9517cab6080e90,25000,20288,0,0
66b832227a9517cab6080e91,25000,20289,0,0
66b832227a9517cab6080e92,25000,20289,0,0
66b832227a9517cab6080e93,25000,20290,0,0
66b832227a9517cab6080e94,25000,20291,0,0
66b832227a9517cab6080e95,25000,20292,0,0
66b832227a9517cab6080e96,25000,20292,0,0
66b832227a9517cab6080e97,25000,20293,0,0
66b832227a9517cab6080e99,25000,20296,0,0
66b832227a9517cab6080e9a,25000,20297,0,0
66b832227a9517cab6080e9b,25000,20298,0,0
66b832227a9517cab6080e9c,25000,20299,0,0
66b832227a9517cab6080e9d,25000,20300,0,0
66b832227a9517cab6080e9e,25000,20301,0,0
66b832227a9517cab6080e9f,25000,20301,0,0
66b832227a9517cab6080ea0,25000,20301,0,0
66b832227a9517cab6080ea2,25000,20302,0,0
66b832227a9517cab6080ea3,25000,20302,0,0
66b832227a9517cab6080ea4,25000,20302,0,0
66b832227a9517cab6080ea5,25000,20302,0,0
66b832227a9517cab6080ea7,25000,20304,0,0
66b832227a9517cab6080ea8,25000,20304,0,0
66b832227a9517cab6080ea9,25000,20304,0,0
66b832227a9517cab6080eaa,25000,20306,0,0
66b832227a9517cab6080eab,25000,20306,0,0
66b832227a9517cab6080eac,25000,20307,0,0
66b832227a9517cab6080ead,25000,20307,0,0
66b832227a9517cab6080eaf,25000,20308,0,0
66b832227a9517cab6080eb0,25000,20308,0,0
66b832227a9517cab6080eb1,25000,20308,0,0
66b832227a9517cab6080eb3,25000,20309,0,0
66b832227a9517cab6080eb4,25000,20310,0,0
66b832227a9517cab6080eb5,25000,20310,0,0
66b832227a9517cab6080eb7,25000,20311,0,0
66b832227a9517cab6080eb8,25000,20311,0,0
66b832227a9517cab6080eb9,25000,20312,0,0
66b832227a9517cab6080eba,25000,20312,0,0
66b832227a9517cab6080ebb,25000,20312,0,0
66b832227a9517cab6080ebc,25000,20313,0,0
66b832227a9517cab6080ebd,25000,20313,0,0
66b832227a9517cab6080ebf,25000,20314,0,0
66b832227a9517cab6080ec0,25000,20314,0,0
66b832227a9517cab6080ec1,25000,20314,0,0
66b832227a9517cab6080ec2,25000,20315,0,0
66b832227a9517cab6080ec3,25000,20315,0,0
66b832227a9517cab6080ec4,25000,20315,0,0
66b832227a9517cab6080ec5,25000,20315,0,0
66b832227a9517cab6080ec6,25000,20315,0,0
66b832227a9517cab6080ec7,25000,20316,0,0
66b832227a9517cab6080ec8,25000,20317,0,0
66b832227a9517cab6080ec9,25000,20317,0,0
66b832227a9517cab6080eca,25000,20317,0,0
66b832227a9517cab6080ecb,25000,20318,0,0
66b832227a9517cab6080ecc,25000,20318,0,0
66b832227a9517cab6080ecd,25000,20318,0,0
66b832227a9517cab6080ecf,25000,20319,0,0
66b832227a9517cab6080ed0,25000,20320,0,0
66b832227a9517cab6080ed1,25000,20320,0,0
66b832227a9517cab6080ed2,25000,20320,0,0
66b832227a9517cab6080ed3,25000,20320,0,0
66b832227a9517cab6080ed4,25000,20320,0,0
66b832227a9517cab6080ed6,25000,20321,0,0
66b832227a9517cab6080ed7,25000,20321,0,0
66b832227a9517cab6080ed8,25000,20321,0,0
66b832227a9517cab6080ed9,25000,20321,0,0
66b832227a9517cab6080eda,25000,20321,0,0
