_id,Preço da Tabela FIPE,Estimativa de Preço do Site,"Cliente compareceu para a inspeção? (1=Sim, 0=Não)",Preço Oferecido pelo carro,"Cliente Vendeu o carro para a InstaCarro? (1=Sim, 0=Não)"
66b832227a9517cab6080c20,25000,20024,0,,0
66b832227a9517cab6080c21,25000,20027,0,,0
66b832227a9517cab6080c22,25000,20028,0,,0
66b832227a9517cab6080c23,25000,20029,0,,0
66b832227a9517cab6080c24,25000,20030,1,18829,0
66b832227a9517cab6080c25,25000,20030,0,,0
66b832227a9517cab6080c26,25000,20031,0,,0
66b832227a9517cab6080c27,25000,20032,0,,0
66b832227a9517cab6080c28,25000,20033,1,19041,1
66b832227a9517cab6080c29,25000,20033,0,,0
66b832227a9517cab6080c2a,25000,20035,0,,0
66b832227a9517cab6080c2b,25000,20036,1,19907,0
66b832227a9517cab6080c2c,25000,20036,0,,0
66b832227a9517cab6080c2d,25000,20036,0,,0
66b832227a9517cab6080c2e,25000,20036,0,,0
66b832227a9517cab6080c2f,25000,20037,1,20932,1
66b832227a9517cab6080c30,25000,20037,0,,0
66b832227a9517cab6080c31,25000,20037,0,,0
66b832227a9517cab6080c32,25000,20038,1,19671,1
66b832227a9517cab6080c33,25000,20038,1,20521,1
66b832227a9517cab6080c34,25000,20038,0,,0
66b832227a9517cab6080c35,25000,20039,0,,0
66b832227a9517cab6080c36,25000,20039,0,,0
66b832227a9517cab6080c37,25000,20040,0,,0
66b832227a9517cab6080c38,25000,20040,0,,0
66b832227a9517cab6080c39,25000,20040,0,,0
66b832227a9517cab6080c3a,25000,20041,0,,0
66b832227a9517cab6080c3b,25000,20041,0,,0
66b832227a9517cab6080c3c,25000,20041,0,,0
66b832227a9517cab6080c3d,25000,20041,0,,0
66b832227a9517cab6080c3e,25000,20042,1,19826,0
66b832227a9517cab6080c3f,25000,20042,0,,0
66b832227a9517cab6080c40,25000,20042,0,,0
66b832227a9517cab6080c41,25000,20043,0,,0
66b832227a9517cab6080c42,25000,20044,1,19214,0
66b832227a9517cab6080c43,25000,20044,1,19337,0
66b832227a9517cab6080c44,25000,20045,1,19424,0
66b832227a9517cab6080c45,25000,20045,1,20869,0
66b832227a9517cab6080c46,25000,20045,0,,0
66b832227a9517cab6080c47,25000,20046,1,19835,0
66b832227a9517cab6080c48,25000,20046,0,,0
66b832227a9517cab6080c49,25000,20046,0,,0
66b832227a9517cab6080c4a,25000,20046,0,,0
66b832227a9517cab6080c4b,25000,20047,1,20174,1
66b832227a9517cab6080c4c,25000,20047,1,19296,0
66b832227a9517cab6080c4d,25000,20047,0,,0
66b832227a9517cab6080c4e,25000,20048,0,,0
66b832227a9517cab6080c4f,25000,20048,0,,0
66b832227a9517cab6080c50,25000,20049,1,19292,0
66b832227a9517cab6080c51,25000,20051,1,19154,0
66b832227a9517cab6080c52,25000,20051,0,,0
66b832227a9517cab6080c53,25000,20051,0,,0
66b832227a9517cab6080c54,25000,20051,0,,0
66b832227a9517cab6080c55,25000,20051,0,,0
66b832227a9517cab6080c56,25000,20052,1,18516,0
66b832227a9517cab6080c57,25000,20052,1,19590,0
66b832227a9517cab6080c58,25000,20052,0,,0
66b832227a9517cab6080c59,25000,20053,1,19174,0
66b832227a9517cab6080c5a,25000,20053,1,20751,0
66b832227a9517cab6080c5b,25000,20053,0,,0
66b832227a9517cab6080c5c,25000,20054,0,,0
66b832227a9517cab6080c5d,25000,20055,0,,0
66b832227a9517cab6080c5e,25000,20056,1,18870,0
66b832227a9517cab6080c5f,25000,20056,0,,0
66b832227a9517cab6080c60,25000,20056,0,,0
66b832227a9517cab6080c61,25000,20057,1,18526,0
66b832227a9517cab6080c62,25000,20057,0,,0
66b832227a9517cab6080c63,25000,20057,0,,0
66b832227a9517cab6080c64,25000,20057,0,,0
66b832227a9517cab6080c65,25000,20057,0,,0
66b832227a9517cab6080c66,25000,20059,0,,0
66b832227a9517cab6080c67,25000,20060,0,,0
66b832227a9517cab6080c68,25000,20060,0,,0
66b832227a9517cab6080c69,25000,20060,0,,0
66b832227a9517cab6080c6a,25000,20061,0,,0
66b832227a9517cab6080c6b,25000,20061,0,,0
66b832227a9517cab6080c6c,25000,20062,1,19130,1
66b832227a9517cab6080c6d,25000,20062,1,19701,1
66b832227a9517cab6080c6e,25000,20062,1,19971,0
66b832227a9517cab6080c6f,25000,20062,1,20494,0
66b832227a9517cab6080c70,25000,20062,0,,0
66b832227a9517cab6080c71,25000,20064,1,20470,0
66b832227a9517cab6080c72,25000,20064,0,,0
66b832227a9517cab6080c73,25000,20064,0,,0
66b832227a9517cab6080c74,25000,20064,0,,0
66b832227a9517cab6080c75,25000,20064,0,,0
66b832227a9517cab6080c76,25000,20064,0,,0
66b832227a9517cab6080c77,25000,20065,1,18859,0
66b832227a9517cab6080c78,25000,20065,1,19047,0
66b832227a9517cab6080c79,25000,20065,1,19290,0
66b832227a9517cab6080c7a,25000,20065,0,,0
66b832227a9517cab6080c7b,25000,20066,0,,0
66b832227a9517cab6080c7c,25000,20066,0,,0
66b832227a9517cab6080c7d,25000,20066,0,,0
66b832227a9517cab6080c7e,25000,20067,0,,0
66b832227a9517cab6080c7f,25000,20067,0,,0
66b832227a9517cab6080c80,25000,20067,0,,0
66b832227a9517cab6080c81,25000,20067,0,,0
66b832227a9517cab6080c82,25000,20068,1,18701,1
66b832227a9517cab6080c83,25000,20068,1,20433,1
66b832227a9517cab6080c84,25000,20068,0,,0
66b832227a9517cab6080c85,25000,20068,0,,0
66b832227a9517cab6080c86,25000,20068,0,,0
66b832227a9517cab6080c87,25000,20068,0,,0
66b832227a9517cab6080c88,25000,20069,0,,0
66b832227a9517cab6080c89,25000,20071,1,18840,0
66b832227a9517cab6080c8a,25000,20071,1,20841,0
66b832227a9517cab6080c8b,25000,20071,0,,0
66b832227a9517cab6080c8c,25000,20071,0,,0
66b832227a9517cab6080c8d,25000,20072,0,,0
66b832227a9517cab6080c8e,25000,20072,0,,0
66b832227a9517cab6080c8f,25000,20072,0,,0
66b832227a9517cab6080c90,25000,20072,0,,0
66b832227a9517cab6080c91,25000,20073,1,20509,0
66b832227a9517cab6080c92,25000,20074,0,,0
66b832227a9517cab6080c93,25000,20074,0,,0
66b832227a9517cab6080c94,25000,20076,1,18802,0
66b832227a9517cab6080c95,25000,20076,0,,0
66b832227a9517cab6080c96,25000,20076,0,,0
66b832227a9517cab6080c97,25000,20076,0,,0
66b832227a9517cab6080c98,25000,20076,0,,0
66b832227a9517cab6080c99,25000,20077,1,19325,0
66b832227a9517cab6080c9a,25000,20077,0,,0
66b832227a9517cab6080c9b,25000,20078,1,20871,1
66b832227a9517cab6080c9c,25000,20078,0,,0
66b832227a9517cab6080c9d,25000,20079,0,,0
66b832227a9517cab6080c9e,25000,20079,0,,0
66b832227a9517cab6080c9f,25000,20080,0,,0
66b832227a9517cab6080ca0,25000,20080,0,,0
66b832227a9517cab6080ca1,25000,20081,1,18853,0
66b832227a9517cab6080ca2,25000,20081,0,,0
66b832227a9517cab6080ca3,25000,20081,0,,0
66b832227a9517cab6080ca4,25000,20081,0,,0
66b832227a9517cab6080ca5,25000,20082,1,20387,0
66b832227a9517cab6080ca6,25000,20083,1,20652,0
66b832227a9517cab6080ca7,25000,20083,0,,0
66b832227a9517cab6080ca8,25000,20085,0,,0
66b832227a9517cab6080ca9,25000,20085,0,,0
66b832227a9517cab6080caa,25000,20086,1,18546,0
66b832227a9517cab6080cab,25000,20086,1,19316,0
66b832227a9517cab6080cac,25000,20086,1,20439,0
66b832227a9517cab6080cad,25000,20086,0,,0
66b832227a9517cab6080cae,25000,20086,0,,0
66b832227a9517cab6080caf,25000,20086,0,,0
66b832227a9517cab6080cb0,25000,20087,1,20001,0
66b832227a9517cab6080cb1,25000,20087,1,20220,0
66b832227a9517cab6080cb2,25000,20087,1,20695,0
66b832227a9517cab6080cb3,25000,20087,0,,0
66b832227a9517cab6080cb4,25000,20087,0,,0
66b832227a9517cab6080cb5,25000,20087,0,,0
66b832227a9517cab6080cb6,25000,20087,0,,0
66b832227a9517cab6080cb7,25000,20087,0,,0
66b832227a9517cab6080cb8,25000,20088,1,20446,1
66b832227a9517cab6080cb9,25000,20088,1,19554,0
66b832227a9517cab6080cba,25000,20088,0,,0
66b832227a9517cab6080cbb,25000,20089,0,,0
66b832227a9517cab6080cbc,25000,20089,0,,0
66b832227a9517cab6080cbd,25000,20089,0,,0
66b832227a9517cab6080cbe,25000,20090,1,18824,0
66b832227a9517cab6080cbf,25000,20090,1,19339,0
66b832227a9517cab6080cc0,25000,20090,1,20476,0
66b832227a9517cab6080cc1,25000,20092,1,19987,0
66b832227a9517cab6080cc2,25000,20092,0,,0
66b832227a9517cab6080cc3,25000,20092,0,,0
66b832227a9517cab6080cc4,25000,20092,0,,0
66b832227a9517cab6080cc5,25000,20093,1,18958,0
66b832227a9517cab6080cc6,25000,20093,1,19641,0
66b832227a9517cab6080cc7,25000,20093,0,,0
66b832227a9517cab6080cc8,25000,20094,0,,0
66b832227a9517cab6080cc9,25000,20095,0,,0
66b832227a9517cab6080cca,25000,20096,0,,0
66b832227a9517cab6080ccb,25000,20097,1,20930,0
66b832227a9517cab6080ccc,25000,20097,0,,0
66b832227a9517cab6080ccd,25000,20097,0,,0
66b832227a9517cab6080cce,25000,20097,0,,0
66b832227a9517cab6080ccf,25000,20098,0,,0
66b832227a9517cab6080cd0,25000,20098,0,,0
66b832227a9517cab6080cd1,25000,20098,0,,0
66b832227a9517cab6080cd2,25000,20098,0,,0
66b832227a9517cab6080cd3,25000,20098,0,,0
66b832227a9517cab6080cd4,25000,20099,0,,0
66b832227a9517cab6080cd5,25000,20099,0,,0
66b832227a9517cab6080cd6,25000,20100,1,19718,0
66b832227a9517cab6080cd7,25000,20100,0,,0
66b832227a9517cab6080cd8,25000,20101,1,19458,0
66b832227a9517cab6080cd9,25000,20101,1,20334,0
66b832227a9517cab6080cda,25000,20101,0,,0
66b832227a9517cab6080cdb,25000,20101,0,,0
66b832227a9517cab6080cdc,25000,20101,0,,0
66b832227a9517cab6080cdd,25000,20101,0,,0
66b832227a9517cab6080cde,25000,20101,0,,0
66b832227a9517cab6080cdf,25000,20101,0,,0
66b832227a9517cab6080ce0,25000,20102,0,,0
66b832227a9517cab6080ce1,25000,20102,0,,0
66b832227a9517cab6080ce2,25000,20102,0,,0
66b832227a9517cab6080ce3,25000,20103,0,,0
66b832227a9517cab6080ce4,25000,20104,0,,0
66b832227a9517cab6080ce5,25000,20104,0,,0
66b832227a9517cab6080ce6,25000,20104,0,,0
66b832227a9517cab6080ce7,25000,20105,1,20877,0
66b832227a9517cab6080ce8,25000,20105,0,,0
66b832227a9517cab6080ce9,25000,20105,0,,0
66b832227a9517cab6080cea,25000,20105,0,,0
66b832227a9517cab6080ceb,25000,20106,1,20270,1
66b832227a9517cab6080cec,25000,20106,0,,0
66b832227a9517cab6080ced,25000,20106,0,,0
66b832227a9517cab6080cee,25000,20107,1,19001,0
66b832227a9517cab6080cef,25000,20107,0,,0
66b832227a9517cab6080cf0,25000,20107,0,,0
66b832227a9517cab6080cf1,25000,20108,1,18561,0
66b832227a9517cab6080cf2,25000,20108,1,20658,0
66b832227a9517cab6080cf3,25000,20108,0,,0
66b832227a9517cab6080cf4,25000,20108,0,,0
66b832227a9517cab6080cf5,25000,20109,0,,0
66b832227a9517cab6080cf6,25000,20109,0,,0
66b832227a9517cab6080cf7,25000,20109,0,,0
66b832227a9517cab6080cf8,25000,20111,1,18658,0
66b832227a9517cab6080cf9,25000,20111,0,,0
66b832227a9517cab6080cfa,25000,20112,0,,0
66b832227a9517cab6080cfb,25000,20113,1,18568,0
66b832227a9517cab6080cfc,25000,20113,0,,0
66b832227a9517cab6080cfd,25000,20113,0,,0
66b832227a9517cab6080cfe,25000,20114,0,,0
66b832227a9517cab6080cff,25000,20114,0,,0
66b832227a9517cab6080d00,25000,20114,0,,0
66b832227a9517cab6080d01,25000,20115,1,20567,0
66b832227a9517cab6080d02,25000,20116,0,,0
66b832227a9517cab6080d03,25000,20117,0,,0
66b832227a9517cab6080d04,25000,20117,0,,0
66b832227a9517cab6080d05,25000,20117,0,,0
66b832227a9517cab6080d06,25000,20118,0,,0
66b832227a9517cab6080d07,25000,20119,0,,0
66b832227a9517cab6080d08,25000,20120,0,,0
66b832227a9517cab6080d09,25000,20120,0,,0
66b832227a9517cab6080d0a,25000,20120,0,,0
66b832227a9517cab6080d0b,25000,20120,0,,0
66b832227a9517cab6080d0c,25000,20121,0,,0
66b832227a9517cab6080d0d,25000,20121,0,,0
66b832227a9517cab6080d0e,25000,20121,0,,0
66b832227a9517cab6080d0f,25000,20121,0,,0
66b832227a9517cab6080d10,25000,20122,0,,0
66b832227a9517cab6080d11,25000,20122,0,,0
66b832227a9517cab6080d12,25000,20122,0,,0
66b832227a9517cab6080d13,25000,20122,0,,0
66b832227a9517cab6080d14,25000,20122,0,,0
66b832227a9517cab6080d15,25000,20123,0,,0
66b832227a9517cab6080d16,25000,20123,0,,0
66b832227a9517cab6080d17,25000,20123,0,,0
66b832227a9517cab6080d18,25000,20124,0,,0
66b832227a9517cab6080d19,25000,20124,0,,0
66b832227a9517cab6080d1a,25000,20124,0,,0
66b832227a9517cab6080d1b,25000,20125,1,19698,0
66b832227a9517cab6080d1c,25000,20125,0,,0
66b832227a9517cab6080d1d,25000,20125,0,,0
66b832227a9517cab6080d1e,25000,20125,0,,0
66b832227a9517cab6080d1f,25000,20125,0,,0
66b832227a9517cab6080d20,25000,20126,1,18564,0
66b832227a9517cab6080d21,25000,20126,1,20117,0
66b832227a9517cab6080d22,25000,20126,0,,0
66b832227a9517cab6080d23,25000,20126,0,,0
66b832227a9517cab6080d24,25000,20126,0,,0
66b832227a9517cab6080d25,25000,20126,0,,0
66b832227a9517cab6080d26,25000,20126,0,,0
66b832227a9517cab6080d27,25000,20128,0,,0
66b832227a9517cab6080d28,25000,20129,0,,0
66b832227a9517cab6080d29,25000,20129,0,,0
66b832227a9517cab6080d2a,25000,20129,0,,0
66b832227a9517cab6080d2b,25000,20129,0,,0
66b832227a9517cab6080d2c,25000,20130,1,19248,0
66b832227a9517cab6080d2d,25000,20130,0,,0
66b832227a9517cab6080d2e,25000,20130,0,,0
66b832227a9517cab6080d2f,25000,20132,1,19844,1
66b832227a9517cab6080d30,25000,20133,1,18675,1
66b832227a9517cab6080d31,25000,20133,0,,0
66b832227a9517cab6080d32,25000,20133,0,,0
66b832227a9517cab6080d33,25000,20133,0,,0
66b832227a9517cab6080d34,25000,20133,0,,0
66b832227a9517cab6080d35,25000,20133,0,,0
66b832227a9517cab6080d36,25000,20133,0,,0
66b832227a9517cab6080d37,25000,20134,1,20053,0
66b832227a9517cab6080d38,25000,20134,0,,0
66b832227a9517cab6080d39,25000,20134,0,,0
66b832227a9517cab6080d3a,25000,20135,0,,0
66b832227a9517cab6080d3b,25000,20135,0,,0
66b832227a9517cab6080d3c,25000,20136,1,18542,0
66b832227a9517cab6080d3d,25000,20136,0,,0
66b832227a9517cab6080d3e,25000,20137,1,19132,0
66b832227a9517cab6080d3f,25000,20137,1,19261,0
66b832227a9517cab6080d40,25000,20139,0,,0
66b832227a9517cab6080d41,25000,20140,0,,0
66b832227a9517cab6080d42,25000,20140,0,,0
66b832227a9517cab6080d43,25000,20140,0,,0
66b832227a9517cab6080d44,25000,20140,0,,0
66b832227a9517cab6080d45,25000,20141,1,18834,0
66b832227a9517cab6080d46,25000,20141,1,19600,0
66b832227a9517cab6080d47,25000,20141,1,20021,0
66b832227a9517cab6080d48,25000,20142,0,,0
66b832227a9517cab6080d49,25000,20143,0,,0
66b832227a9517cab6080d4a,25000,20144,0,,0
66b832227a9517cab6080d4b,25000,20144,0,,0
66b832227a9517cab6080d4c,25000,20144,0,,0
66b832227a9517cab6080d4d,25000,20144,0,,0
66b832227a9517cab6080d4e,25000,20145,0,,0
66b832227a9517cab6080d4f,25000,20146,0,,0
66b832227a9517cab6080d50,25000,20149,0,,0
66b832227a9517cab6080d51,25000,20149,0,,0
66b832227a9517cab6080d52,25000,20149,0,,0
66b832227a9517cab6080d53,25000,20151,0,,0
66b832227a9517cab6080d54,25000,20152,1,19081,0
66b832227a9517cab6080d55,25000,20152,1,19277,0
66b832227a9517cab6080d56,25000,20152,0,,0
66b832227a9517cab6080d57,25000,20153,0,,0
66b832227a9517cab6080d58,25000,20153,0,,0
66b832227a9517cab6080d59,25000,20153,0,,0
66b832227a9517cab6080d5a,25000,20153,0,,0
66b832227a9517cab6080d5b,25000,20154,0,,0
66b832227a9517cab6080d5c,25000,20155,1,18583,0
66b832227a9517cab6080d5d,25000,20156,0,,0
66b832227a9517cab6080d5e,25000,20156,0,,0
66b832227a9517cab6080d5f,25000,20156,0,,0
66b832227a9517cab6080d60,25000,20157,0,,0
66b832227a9517cab6080d61,25000,20158,1,18938,0
66b832227a9517cab6080d62,25000,20159,1,18966,0
66b832227a9517cab6080d63,25000,20159,0,,0
66b832227a9517cab6080d64,25000,20159,0,,0
66b832227a9517cab6080d65,25000,20160,1,19798,0
66b832227a9517cab6080d66,25000,20160,1,20500,0
66b832227a9517cab6080d67,25000,20162,1,20078,1
66b832227a9517cab6080d68,25000,20162,0,,0
66b832227a9517cab6080d69,25000,20162,0,,0
66b832227a9517cab6080d6a,25000,20163,1,19716,0
66b832227a9517cab6080d6b,25000,20163,0,,0
66b832227a9517cab6080d6c,25000,20164,1,18608,0
66b832227a9517cab6080d6d,25000,20164,0,,0
66b832227a9517cab6080d6e,25000,20164,0,,0
66b832227a9517cab6080d6f,25000,20165,0,,0
66b832227a9517cab6080d70,25000,20165,0,,0
66b832227a9517cab6080d71,25000,20165,0,,0
66b832227a9517cab6080d72,25000,20166,0,,0
66b832227a9517cab6080d73,25000,20167,0,,0
66b832227a9517cab6080d74,25000,20167,0,,0
66b832227a9517cab6080d75,25000,20168,1,19812,0
66b832227a9517cab6080d76,25000,20168,1,20494,0
66b832227a9517cab6080d77,25000,20168,0,,0
66b832227a9517cab6080d78,25000,20168,0,,0
66b832227a9517cab6080d79,25000,20169,0,,0
66b832227a9517cab6080d7a,25000,20169,0,,0
66b832227a9517cab6080d7b,25000,20170,1,20081,0
66b832227a9517cab6080d7c,25000,20171,1,19429,1
66b832227a9517cab6080d7d,25000,20171,0,,0
66b832227a9517cab6080d7e,25000,20172,1,20655,1
66b832227a9517cab6080d7f,25000,20172,0,,0
66b832227a9517cab6080d80,25000,20172,0,,0
66b832227a9517cab6080d81,25000,20172,0,,0
66b832227a9517cab6080d82,25000,20173,1,20887,1
66b832227a9517cab6080d83,25000,20173,1,19025,0
66b832227a9517cab6080d84,25000,20173,0,,0
66b832227a9517cab6080d85,25000,20173,0,,0
66b832227a9517cab6080d86,25000,20173,0,,0
66b832227a9517cab6080d87,25000,20173,0,,0
66b832227a9517cab6080d88,25000,20174,0,,0
66b832227a9517cab6080d89,25000,20175,1,18521,0
66b832227a9517cab6080d8a,25000,20175,0,,0
66b832227a9517cab6080d8b,25000,20175,0,,0
66b832227a9517cab6080d8c,25000,20176,1,18674,0
66b832227a9517cab6080d8d,25000,20176,0,,0
66b832227a9517cab6080d8e,25000,20176,0,,0
66b832227a9517cab6080d8f,25000,20176,0,,0
66b832227a9517cab6080d90,25000,20177,1,18623,0
66b832227a9517cab6080d91,25000,20178,0,,0
66b832227a9517cab6080d92,25000,20179,0,,0
66b832227a9517cab6080d93,25000,20179,0,,0
66b832227a9517cab6080d94,25000,20179,0,,0
66b832227a9517cab6080d95,25000,20179,0,,0
66b832227a9517cab6080d96,25000,20180,0,,0
66b832227a9517cab6080d97,25000,20180,0,,0
66b832227a9517cab6080d98,25000,20180,0,,0
66b832227a9517cab6080d99,25000,20181,1,20214,0
66b832227a9517cab6080d9a,25000,20181,1,20618,0
66b832227a9517cab6080d9b,25000,20181,0,,0
66b832227a9517cab6080d9c,25000,20181,0,,0
66b832227a9517cab6080d9d,25000,20181,0,,0
66b832227a9517cab6080d9e,25000,20182,0,,0
66b832227a9517cab6080d9f,25000,20183,0,,0
66b832227a9517cab6080da0,25000,20185,1,20551,1
66b832227a9517cab6080da1,25000,20185,1,18776,0
66b832227a9517cab6080da2,25000,20185,1,20090,0
66b832227a9517cab6080da3,25000,20185,0,,0
66b832227a9517cab6080da4,25000,20186,0,,0
66b832227a9517cab6080da5,25000,20186,0,,0
66b832227a9517cab6080da6,25000,20186,0,,0
66b832227a9517cab6080da7,25000,20186,0,,0
66b832227a9517cab6080da8,25000,20186,0,,0
66b832227a9517cab6080da9,25000,20187,0,,0
66b832227a9517cab6080daa,25000,20187,0,,0
66b832227a9517cab6080dab,25000,20187,0,,0
66b832227a9517cab6080dac,25000,20188,0,,0
66b832227a9517cab6080dad,25000,20188,0,,0
66b832227a9517cab6080dae,25000,20189,0,,0
66b832227a9517cab6080daf,25000,20189,0,,0
66b832227a9517cab6080db0,25000,20190,1,19376,1
66b832227a9517cab6080db1,25000,20191,0,,0
66b832227a9517cab6080db2,25000,20191,0,,0
66b832227a9517cab6080db3,25000,20192,0,,0
66b832227a9517cab6080db4,25000,20192,0,,0
66b832227a9517cab6080db5,25000,20193,1,18741,0
66b832227a9517cab6080db6,25000,20193,1,19213,0
66b832227a9517cab6080db7,25000,20194,1,19829,0
66b832227a9517cab6080db8,25000,20194,1,20042,0
66b832227a9517cab6080db9,25000,20194,0,,0
66b832227a9517cab6080dba,25000,20194,0,,0
66b832227a9517cab6080dbb,25000,20195,1,20802,0
66b832227a9517cab6080dbc,25000,20195,0,,0
66b832227a9517cab6080dbd,25000,20196,1,18965,0
66b832227a9517cab6080dbe,25000,20196,0,,0
66b832227a9517cab6080dbf,25000,20197,0,,0
66b832227a9517cab6080dc0,25000,20198,1,20346,0
66b832227a9517cab6080dc1,25000,20199,1,19446,0
66b832227a9517cab6080dc2,25000,20199,0,,0
66b832227a9517cab6080dc3,25000,20199,0,,0
66b832227a9517cab6080dc4,25000,20200,0,,0
66b832227a9517cab6080dc5,25000,20200,0,,0
66b832227a9517cab6080dc6,25000,20200,0,,0
66b832227a9517cab6080dc7,25000,20201,1,19546,0
66b832227a9517cab6080dc8,25000,20201,0,,0
66b832227a9517cab6080dc9,25000,20202,0,,0
66b832227a9517cab6080dca,25000,20202,0,,0
66b832227a9517cab6080dcb,25000,20202,0,,0
66b832227a9517cab6080dcc,25000,20202,0,,0
66b832227a9517cab6080dcd,25000,20203,1,20445,0
66b832227a9517cab6080dce,25000,20203,0,,0
66b832227a9517cab6080dcf,25000,20203,0,,0
66b832227a9517cab6080dd0,25000,20204,0,,0
66b832227a9517cab6080dd1,25000,20204,0,,0
66b832227a9517cab6080dd2,25000,20204,0,,0
66b832227a9517cab6080dd3,25000,20204,0,,0
66b832227a9517cab6080dd4,25000,20205,0,,0
66b832227a9517cab6080dd5,25000,20206,1,20719,0
66b832227a9517cab6080dd6,25000,20206,0,,0
66b832227a9517cab6080dd7,25000,20207,0,,0
66b832227a9517cab6080dd8,25000,20207,0,,0
66b832227a9517cab6080dd9,25000,20208,1,20774,1
66b832227a9517cab6080dda,25000,20208,0,,0
66b832227a9517cab6080ddb,25000,20209,0,,0
66b832227a9517cab6080ddc,25000,20209,0,,0
66b832227a9517cab6080ddd,25000,20209,0,,0
66b832227a9517cab6080dde,25000,20210,0,,0
66b832227a9517cab6080ddf,25000,20210,0,,0
66b832227a9517cab6080de0,25000,20210,0,,0
66b832227a9517cab6080de1,25000,20211,1,19913,0
66b832227a9517cab6080de2,25000,20211,0,,0
66b832227a9517cab6080de3,25000,20213,1,19453,1
66b832227a9517cab6080de4,25000,20214,1,19006,0
66b832227a9517cab6080de5,25000,20214,1,20982,0
66b832227a9517cab6080de6,25000,20214,0,,0
66b832227a9517cab6080de7,25000,20214,0,,0
66b832227a9517cab6080de8,25000,20215,1,19286,0
66b832227a9517cab6080de9,25000,20215,0,,0
66b832227a9517cab6080dea,25000,20216,0,,0
66b832227a9517cab6080deb,25000,20217,0,,0
66b832227a9517cab6080dec,25000,20218,1,20842,0
66b832227a9517cab6080ded,25000,20218,0,,0
66b832227a9517cab6080dee,25000,20219,0,,0
66b832227a9517cab6080def,25000,20219,0,,0
66b832227a9517cab6080df0,25000,20220,1,19126,0
